天數,二次加權,一次,二次平均
Day 82,10862284.149999998509884,10753080.970000000670552,10753080.970000000670552
Day 83,10922296.599999999627471,10734007.740000000223517,10734007.740000000223517
Day 84,10957040.649999998509884,10809700.609999999403954,10809700.609999999403954
Day 85,11361335.049999998882413,11088708.959999999031425,11088708.959999999031425
Day 86,11323432.449999999254942,11023344.400000000372529,11023344.400000000372529
Day 87,11174980.599999999627471,11019426.330000000074506,11019426.330000000074506
Day 88,11361335.049999998882413,11109058.789999999105930,11109058.789999999105930
Day 89,11257102.899999998509884,10987010.750000000000000,10987010.750000000000000
Day 90,11219200.300000000745058,10821210.139999998733401,10821210.139999998733401
Day 91,11285529.849999997764826,10862978.160000000149012,10862978.160000000149012
Day 92,11310798.250000000000000,10870616.429999999701977,10870616.429999999701977
Day 93,11247627.250000000000000,10930756.949999999254942,10930756.949999999254942
Day 94,11051797.150000000372529,10758137.509999997913837,10758137.509999997913837
Day 95,11054955.699999999254942,10747952.800000000745058,10747952.800000000745058
Day 96,11269737.099999999627471,10896615.359999999403954,10896615.359999999403954
Day 97,11500311.249999998137355,11118209.519999999552965,11118209.519999999552965
Day 98,11557165.150000000372529,11150711.160000000149012,11150711.160000000149012
Day 99,11582433.549999998882413,11166820.280000001192093,11166820.280000001192093
Day 100,11696141.349999999627471,11261213.529999999329448,11261213.529999999329448
Day 101,11626653.250000000000000,11245377.620000001043081,11245377.620000001043081
Day 102,11591909.199999999254942,11183210.799999998882413,11183210.799999998882413
Day 103,11629811.799999998882413,11301587.609999999403954,11301587.609999999403954
Day 104,11702458.449999999254942,11284848.779999999329448,11284848.779999999329448
Day 105,11822483.349999999627471,11331099.589999999850988,11331099.589999999850988
Day 106,11737202.499999998137355,11304845.280000001192093,11304845.280000001192093
Day 107,11655080.199999999254942,11260513.769999999552965,11260513.769999999552965
Day 108,11692982.800000000745058,11263658.169999999925494,11263658.169999999925494
Day 109,11724568.299999998882413,11310973.379999998956919,11310973.379999998956919
Day 110,11730885.399999998509884,11336948.279999999329448,11336948.279999999329448
Day 111,11740361.049999998882413,11263703.239999998360872,11263703.239999998360872
Day 112,11759312.349999997764826,11316894.149999998509884,11316894.149999998509884
Day 113,11677190.049999998882413,11287475.160000000149012,11287475.160000000149012
Day 114,11623494.699999999254942,11188904.140000000596046,11188904.140000000596046
Day 115,11595067.750000000000000,11151829.530000001192093,11151829.530000001192093
Day 116,11775105.099999999627471,11295370.910000000149012,11295370.910000000149012
Day 117,11901447.099999999627471,11338593.179999999701977,11338593.179999999701977
Day 118,11778263.649999998509884,11206509.250000000000000,11206509.250000000000000
Day 119,12040423.299999998882413,11319660.519999999552965,11319660.519999999552965
Day 120,11904605.649999998509884,11409624.039999999105930,11409624.039999999105930
Day 121,11939349.699999999254942,11434416.289999999105930,11434416.289999999105930
Day 122,11825641.899999998509884,11309055.879999998956919,11309055.879999998956919
Day 123,11797214.949999999254942,11319344.700000001117587,11319344.700000001117587
Day 124,11737202.499999998137355,11219335.310000000521541,11219335.310000000521541
Day 125,11970935.199999999254942,11390921.909999998286366,11390921.909999998286366
result_train_2013_Q1-Q2(2013 Q1).csv,124
Day 1,10000000.000000000000000,10000000.000000000000000,10000000.000000000000000
Day 2,9902595.090000001713634,9982141.139999998733401,9987547.470000000670552
Day 3,9899293.490000000223517,10026353.819999998435378,10009790.769999999552965
Day 4,9835861.099999999627471,10026460.360000001266599,9990279.679999999701977
Day 5,9723106.810000000521541,10005631.009999999776483,9955408.839999999850988
Day 6,9893746.699999999254942,10101515.839999999850988,10044700.269999999552965
Day 7,9996503.870000001043081,10163695.899999998509884,10113670.929999999701977
Day 8,9948908.400000000372529,10154540.179999999701977,10101356.640000000596046
Day 9,10078975.099999999627471,10190552.300000000745058,10178322.769999999552965
Day 10,10090740.920000001788139,10193502.429999999701977,10171883.689999999478459
Day 11,10041275.230000000447035,10153018.449999999254942,10119657.580000000074506
Day 12,10161855.440000001341105,10196737.890000000596046,10175606.130000000819564
Day 13,10003445.370000001043081,10197252.370000001043081,10190944.779999999329448
Day 14,10014030.970000000670552,10224541.160000000149012,10205648.640000000596046
Day 15,9975462.480000000447035,10220569.740000000223517,10195291.770000001415610
Day 16,10053538.129999998956919,10256401.279999999329448,10249753.239999998360872
Day 17,10053028.060000000521541,10349973.669999999925494,10339167.729999998584390
Day 18,10008536.300000000745058,10289209.409999998286366,10304555.359999999403954
Day 19,10011205.720000002533197,10377547.370000001043081,10373184.129999998956919
Day 20,10018471.830000000074506,10352783.480000000447035,10346505.410000000149012
Day 21,9915421.950000001117587,10332585.959999999031425,10304630.410000000149012
Day 22,10042903.190000001341105,10394835.860000001266599,10363519.679999999701977
Day 23,10028400.070000000298023,10316545.679999999701977,10293940.719999998807907
Day 24,10177343.870000001043081,10466382.570000000298023,10426420.610000001266599
Day 25,10163745.850000001490116,10490184.370000001043081,10453916.370000001043081
Day 26,10153489.480000000447035,10476438.290000000968575,10470063.250000001862645
Day 27,10186487.440000001341105,10497427.030000001192093,10481562.910000000149012
Day 28,10152714.310000000521541,10478939.429999999701977,10476866.270000001415610
Day 29,10133400.759999999776483,10513794.299999998882413,10483832.589999999850988
Day 30,10132145.480000000447035,10457588.730000000447035,10456698.689999999478459
Day 31,10107985.400000002235174,10480662.000000000000000,10452126.830000000074506
Day 32,10110742.780000001192093,10496926.330000001937151,10464071.510000001639128
Day 33,10122423.689999999478459,10552342.929999999701977,10539999.490000002086163
Day 34,9975063.320000000298023,10479923.879999998956919,10477042.919999999925494
Day 35,9917191.790000000968575,10491876.470000000670552,10465573.680000001564622
Day 36,9940067.670000001788139,10554235.880000000819564,10511790.199999999254942
Day 37,9781849.150000002235174,10407358.660000000149012,10391041.070000000298023
Day 38,9825281.810000000521541,10428714.230000000447035,10400512.030000001192093
Day 39,9993677.780000001192093,10565414.040000002831221,10511312.709999999031425
Day 40,9949970.910000000149012,10519186.160000000149012,10476132.989999998360872
Day 41,9979358.290000000968575,10530826.550000000745058,10491679.879999998956919
Day 42,9981029.209999999031425,10562098.130000000819564,10506486.330000000074506
Day 43,10127267.770000001415610,10650531.060000000521541,10615828.170000001788139
Day 44,10235452.240000000223517,10706320.779999999329448,10685975.230000000447035
Day 45,10334267.269999999552965,10736346.139999998733401,10712781.860000001266599
Day 46,10308003.170000001788139,10765957.839999999850988,10756877.029999999329448
Day 47,10400814.859999999403954,10844433.130000000819564,10836117.779999999329448
Day 48,10440837.810000000521541,10878432.999999998137355,10879047.509999999776483
Day 49,10431522.699999999254942,10864422.130000000819564,10863055.879999998956919
Day 50,10438824.800000000745058,10913544.040000000968575,10887846.019999999552965
Day 51,10507755.609999999403954,10903316.750000000000000,10934593.619999999180436
Day 52,10433595.780000001192093,10830528.630000000819564,10855635.410000000149012
Day 53,10419624.390000000596046,10818314.330000000074506,10856454.000000000000000
Day 54,10424904.080000001937151,10879992.379999998956919,10911431.529999999329448
Day 55,10281033.580000001937151,10802949.500000000000000,10810513.859999999403954
Day 56,10292274.089999999850988,10874048.359999999403954,10857596.889999998733401
Day 57,10302825.449999999254942,10860087.109999999403954,10825986.420000001788139
Day 58,10468949.160000000149012,10997034.599999999627471,10950281.520000001415610
Day 59,10504344.750000000000000,10987495.030000001192093,10951653.409999998286366
Day 60,10529808.289999999105930,11025187.229999998584390,10996776.740000000223517
Day 61,10534473.200000001117587,11043026.849999999627471,11021300.730000000447035
Day 62,10675256.440000001341105,11164205.250000000000000,11161762.490000000223517
Day 63,10630406.200000001117587,11060113.659999998286366,11103469.449999999254942
Day 64,10656904.129999998956919,11134612.010000001639128,11149284.169999999925494
Day 65,10623449.580000000074506,11122352.549999998882413,11111161.949999999254942
Day 66,10645261.100000001490116,11157322.779999999329448,11123155.850000001490116
Day 67,10799813.769999999552965,11150701.509999999776483,11146029.160000000149012
Day 68,10951233.269999999552965,11269554.789999999105930,11275205.299999998882413
Day 69,10977151.210000000894070,11331304.449999999254942,11349764.730000000447035
Day 70,10955144.589999999850988,11338214.269999999552965,11370153.259999997913837
Day 71,10725065.550000000745058,11131707.310000000521541,11172836.310000000521541
Day 72,10861542.089999999850988,11255638.730000000447035,11278017.809999998658895
Day 73,10755328.640000000596046,11150940.890000000596046,11192760.999999998137355
Day 74,10659683.510000001639128,11091772.410000000149012,11134025.089999999850988
Day 75,10744049.380000000819564,11238283.500000000000000,11257275.460000000894070
Day 76,10740804.220000000670552,11209057.919999998062849,11232065.500000000000000
Day 77,10847654.880000000819564,11322397.320000002160668,11339633.939999999478459
Day 78,10913902.310000000521541,11291704.100000001490116,11253431.599999999627471
Day 79,10964347.400000000372529,11298841.299999998882413,11256036.609999999403954
Day 80,11015067.339999999850988,11304388.700000001117587,11277691.150000000372529
Day 81,11088742.110000001266599,11333387.049999998882413,11320988.810000000521541
Day 82,11084022.820000000298023,11315408.240000000223517,11291492.630000000819564
Day 83,11005242.150000000372529,11215514.380000000819564,11193326.279999999329448
Day 84,11084702.630000000819564,11353456.990000000223517,11297049.209999999031425
Day 85,11103415.400000000372529,11434360.069999998435378,11375348.379999998956919
Day 86,11168379.109999999403954,11422595.290000000968575,11350869.469999998807907
Day 87,11176805.149999998509884,11492346.249999998137355,11374418.949999999254942
Day 88,11298091.520000001415610,11517776.359999999403954,11409540.419999999925494
Day 89,11320045.190000001341105,11502374.239999998360872,11421211.919999998062849
Day 90,11398852.470000000670552,11550331.289999999105930,11490093.190000001341105
Day 91,11363668.670000001788139,11565885.639999998733401,11497854.150000002235174
Day 92,11349144.109999999403954,11672275.409999998286366,11592121.320000000298023
Day 93,11407882.810000000521541,11778774.439999999478459,11675483.559999998658895
Day 94,11716900.440000001341105,11726068.379999998956919,11780318.359999999403954
Day 95,11879602.860000001266599,11853512.660000000149012,11873917.259999999776483
Day 96,11829314.240000000223517,11814977.600000001490116,11836671.969999998807907
Day 97,11860056.620000001043081,11914229.509999999776483,11932354.400000000372529
Day 98,11714709.449999999254942,11852164.359999999403954,11821627.259999999776483
Day 99,11795969.650000002235174,11845839.730000000447035,11845437.530000001192093
Day 100,11777585.220000000670552,11901847.140000002458692,11884459.039999997243285
Day 101,11902781.320000000298023,11992411.980000000447035,11984226.449999999254942
Day 102,11920639.120000001043081,11860005.559999998658895,11861373.870000001043081
Day 103,12051432.330000000074506,11941383.669999998062849,11921222.099999999627471
Day 104,11886535.130000000819564,11749769.040000000968575,11740879.520000001415610
Day 105,12094331.140000000596046,11880819.820000000298023,11888595.360000001266599
Day 106,12049081.440000001341105,11850518.129999998956919,11865030.989999998360872
Day 107,11902699.449999999254942,11690953.550000000745058,11731843.600000001490116
Day 108,11974110.750000001862645,11773806.430000001564622,11809613.709999999031425
